Domain name,Domain type,Agency,Organization name,City,State,Security Contact Email
ohiovet.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiovets.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohsos.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
okbenefits.gov,State or territory,Non-Federal Agency,Oklahoma Department of Human Services,,, 
okcommerce.gov,State or territory,Non-Federal Agency,Oklahoma Department of Commerce,,, 
okdhs.gov,State or territory,Non-Federal Agency,Oklahoma Department of Human Services,,, 
okdrs.gov,State or territory,Non-Federal Agency,Department of Rehabilitation Services,,, 
okelections.gov,State or territory,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services",,, 
ok.gov,State or territory,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services  ",,, 
okhouse.gov,State or territory,Non-Federal Agency,Legislative Service Bureau,,, 
oklahomabenefits.gov,State or territory,Non-Federal Agency,Oklahoma Department of Human Services,,, 
oklahoma.gov,State or territory,Non-Federal Agency," Oklahoma, Office of Management and Enterprise Services  ",,, 
oklahomaworks.gov,State or territory,Non-Federal Agency,Oklahoma Department of Commerce,,, 
oklahomaworkstogether.gov,State or territory,Non-Federal Agency,Oklahoma Department of Commerce,,, 
oklegislature.gov,State or territory,Non-Federal Agency,Legislative Service Bureau,,, 
okloft.gov,State or territory,Non-Federal Agency,Oklahoma Legislative Service Bureau,,, 
oksenate.gov,State or territory,Non-Federal Agency,Legislative Service Bureau,,, 
oktransportation.gov,State or territory,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services",,, 
onewyo.gov,State or territory,Non-Federal Agency,Department of Enterprise Technology Services,,, 
open-dc.gov,State or territory,Non-Federal Agency,Board of Ethics and Government Accountability,,, 
openmyfloridabusiness.gov,State or territory,Non-Federal Agency,Florida Department of Business and Professional Regulation,,, 
openwalletfl.gov,State or territory,Non-Federal Agency,Florida Department of Financial Services,,, 
openwalletflorida.gov,State or territory,Non-Federal Agency,Florida Department of Financial Services,,, 
opportunitylouisiana.gov,State or territory,Non-Federal Agency,Louisiana Economic Development,,, 
oralert.gov,State or territory,Non-Federal Agency,State of Oregon,,, 
orangebeachal.gov,State or territory,Non-Federal Agency,City of Orange Beach,,, 
oregonattorneygeneral.gov,State or territory,Non-Federal Agency,Oregon Department of Justice,,, 
oregonatv.gov,State or territory,Non-Federal Agency,Oregon Parks & Recreation Department,,, 
oregonbenefitsonline.gov,State or territory,Non-Federal Agency,Oregon State Data Center,,, 
oregonbuys.gov,State or territory,Non-Federal Agency,Oregon State Data Center,,, 
oregonchildsupport.gov,State or territory,Non-Federal Agency,Oregon Department of Justice,,, 
oregonconsumer.gov,State or territory,Non-Federal Agency,Oregon State Data Center ETS,,, 
oregoncoop.gov,State or territory,Non-Federal Agency,Oregon Department of Administrative Services,,, 
oregon.gov,State or territory,Non-Federal Agency,State of Oregon,,, 
oregonhealthcare.gov,State or territory,Non-Federal Agency,Enterprise Technology Services,,, 
oregonlegislature.gov,State or territory,Non-Federal Agency,Oregon State Data Center,,, 
oregonmetro.gov,State or territory,Non-Federal Agency,Metro,,, 
oregonsaves.gov,State or territory,Non-Federal Agency,State of Oregon,,, 
oregonstudentaid.gov,State or territory,Non-Federal Agency,Oregon State Data Center,,, 
oregonvotes.gov,State or territory,Non-Federal Agency,Oregon State Data Center,,, 
or.gov,State or territory,Non-Federal Agency,Oregon State Data Center,,, 
orhealthcare.gov,State or territory,Non-Federal Agency,Enterprise Technology Services,,, 
or-medicaid.gov,State or territory,Non-Federal Agency,State of Oregon,,, 
ourindiana.gov,State or territory,Non-Federal Agency,State of Indiana,,, 
outdoornebraska.gov,State or territory,Non-Federal Agency,State of Nebraska,,, 
pa529able.gov,State or territory,Non-Federal Agency,PA Treasury,,, 
pa529.gov,State or territory,Non-Federal Agency,PA Treasury,,, 
paable.gov,State or territory,Non-Federal Agency,PA Treasury,,, 
paauditor.gov,State or territory,Non-Federal Agency,Pennsylvania Department of the Auditor General,,, 
pacodeandbulletin.gov,State or territory,Non-Federal Agency,Legislative Reference Bureau,,, 
padillabay.gov,State or territory,Non-Federal Agency,Padilla Bay National Estuarine Research Reserve,,, 
pa.gov,State or territory,Non-Federal Agency,Commonwealth of Pennsylvania,,, 
pahouse.gov,State or territory,Non-Federal Agency,Pennsylvania Legislative Data Processing Center,,, 
painvest.gov,State or territory,Non-Federal Agency,Pennsylvania Treasury,,, 
pakeystonesaves.gov,State or territory,Non-Federal Agency,PA Treasury,,, 
pakeystonescholars.gov,State or territory,Non-Federal Agency,PA Treasury,,, 
palrb.gov,State or territory,Non-Federal Agency,Legislative Reference Bureau,,, 
partnersforhealthtn.gov,State or territory,Non-Federal Agency,State of Tennessee,,, 
pasenate.gov,State or territory,Non-Federal Agency,Senate of Pennsylvania,,, 
pasen.gov,State or territory,Non-Federal Agency,Senate of Pennsylvania,,, 
patreasury.gov,State or territory,Non-Federal Agency,Pennsylvania Treasury,,, 
penndot.gov,State or territory,Non-Federal Agency,PA Department of Transportation,,, 
pennsylvania.gov,State or territory,Non-Federal Agency,Commonwealth of Pennsylvania,,, 
pinalcourtsaz.gov,State or territory,Non-Federal Agency,Pinal County Superior Court,,, 
plymouthrockwi.gov,State or territory,Non-Federal Agency,Town of Plymouth,,, 
police4tn.gov,State or territory,Non-Federal Agency,State of Tennessee,,, 
ppa-or.gov,State or territory,Non-Federal Agency,Oregon State Data Center,,, 
preventhaiaz.gov,State or territory,Non-Federal Agency,Arizona Department of Health Services,,, 
pr.gov,State or territory,Non-Federal Agency,Puerto Rico Innovation and Technology Service,,, 
promesa.gov,State or territory,Non-Federal Agency,Financial Oversight and Management Board for Puerto Rico,,, 
protectingfloridatogether.gov,State or territory,Non-Federal Agency,FL DEP,,, 
protectingfltogether.gov,State or territory,Non-Federal Agency,FL DEP,,, 
protectkidsonlinewi.gov,State or territory,Non-Federal Agency,Wisconsin Department of Justice,,, 
psncuc.gov,State or territory,Non-Federal Agency,Public Staff - North Carolina Utilities Commission ,,, 
psprsaz.gov,State or territory,Non-Federal Agency,PSPRS,,, 
purchasetncrash.gov,State or territory,Non-Federal Agency,State of Tennessee,,, 
qaazdhs.gov,State or territory,Non-Federal Agency,Arizona Department of Health Services,,, 
qualityfirstaz.gov,State or territory,Non-Federal Agency,"State of Arizona, Department of Administration",,, 
reachnj.gov,State or territory,Non-Federal Agency,NJ Office of Information Technology,,, 
readyalabama.gov,State or territory,Non-Federal Agency,Governor's Office of Faith-Based and Community Initiatives,,, 
readycolorado.gov,State or territory,Non-Federal Agency,Governor's Office of Information Technologies,,, 
readync.gov,State or territory,Non-Federal Agency,North Carolina Emergency Management,,, 
readynh.gov,State or territory,Non-Federal Agency,"State of New Hampshire, Dept of Information Technology",,, 
readyvirginia.gov,State or territory,Non-Federal Agency,Virginia Department of Emergency Management,,, 
rebuildflorida.gov,State or territory,Non-Federal Agency,DEO,,, 
recoveryohio.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
recycleohio.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
reemployks.gov,State or territory,Non-Federal Agency,Kansas Department of Commerce,,, 
registertovoteflorida.gov,State or territory,Non-Federal Agency,Florida Department of State,,, 
registertovotenv.gov,State or territory,Non-Federal Agency,Nevada Secretary of State,,, 
reportittn.gov,State or territory,Non-Federal Agency,Office for Information Resources,,, 
resilientlouisianacommission.gov,State or territory,Non-Federal Agency,Louisiana Economic Development,,, 
retirereadytn.gov,State or territory,Non-Federal Agency,Office for Information Resources,,, 
rhhd.gov,State or territory,Non-Federal Agency,Richmond and Henrico Health Districts ,,, 
ridesharewi.gov,State or territory,Non-Federal Agency,Wisconsin Department of Transportation,,, 
ridesharewisconsin.gov,State or territory,Non-Federal Agency,Wisconsin Department of Transportation,,, 
rie911.gov,State or territory,Non-Federal Agency,Rhode Island E911,,, 
ri.gov,State or territory,Non-Federal Agency,State of Rhode Island,,, 
rilegislature.gov,State or territory,Non-Federal Agency,"RI State House, Joint Committee on Legislative Services",,, 
rioag.gov,State or territory,Non-Federal Agency,Office of the Auditor General,,, 
ripsga.gov,State or territory,Non-Federal Agency,Rhode Island State Police,,, 
risecstate.gov,State or territory,Non-Federal Agency,RI Department of State,,, 
risheriffs.gov,State or territory,Non-Federal Agency,Department of Public Safety,,, 
risp.gov,State or territory,Non-Federal Agency,Rhode Island State Police,,, 
rsa-al.gov,State or territory,Non-Federal Agency,Retirement System of Alabama,,, 
rulewatchohio.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
safeandsoundiowa.gov,State or territory,Non-Federal Agency,State of Iowa - OCIO,,, 
safeathomeohio.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
safeathomewi.gov,State or territory,Non-Federal Agency,Wisconsin Department of Justice,,, 
safehomealabama.gov,State or territory,Non-Federal Agency,State of Alabama - Unified Judicial System,,, 
safemt.gov,State or territory,Non-Federal Agency,Montana State Fund,,, 
safesd.gov,State or territory,Non-Federal Agency,State of South Dakota - BIT,,, 
safestayok.gov,State or territory,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services",,, 
safetyworksmaine.gov,State or territory,Non-Federal Agency,Maine Department of Labor,,, 
saomt.gov,State or territory,Non-Federal Agency,"Montana Office of the Commissioner of Securities and Insurance, Montana State Auditor",,, 
save4lateriowa.gov,State or territory,Non-Federal Agency,State of Iowa - OCIO,,, 
saveourhomeaz.gov,State or territory,Non-Federal Agency,Arizona Department of Housing,,, 
savethedreamohio.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
scag.gov,State or territory,Non-Federal Agency,South Carolina Office of the Attorney General,,, 
scconsumer.gov,State or territory,Non-Federal Agency,State of South Carolina Department of Consumer Affairs,,, 
scdew.gov,State or territory,Non-Federal Agency,SC Dept. of Employment and Workforce,,, 
scdhec.gov,State or territory,Non-Federal Agency,SC DHEC,,, 
scdhhs.gov,State or territory,Non-Federal Agency,SC Department of Health and Human Services,,, 
scdps.gov,State or territory,Non-Federal Agency,South Carolina Department of Public Safety,,, 
scelectionnet.gov,State or territory,Non-Federal Agency,South Carolina State Election Commission,,, 
scfc.gov,State or territory,Non-Federal Agency,South Carolina Forestry Commission,,, 
sc.gov,State or territory,Non-Federal Agency,"State of South Carolina-The South Carolina Department of Administration, Chief Information Officer",,, 
schouse.gov,State or territory,Non-Federal Agency,Legislative Printing,,, 
scmedicaid.gov,State or territory,Non-Federal Agency,SC Dept of Health and Human Services,,, 
scohio.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",,, 
scsenate.gov,State or territory,Non-Federal Agency,Legislative Printing,,, 
scserv.gov,State or territory,Non-Federal Agency,SC DHEC,,, 
scstatehouse.gov,State or territory,Non-Federal Agency,Legislative Printing,,, 
scvotes.gov,State or territory,Non-Federal Agency,South Carolina State Election Commission,,, 
sdauditor.gov,State or territory,Non-Federal Agency,Office of the State Auditor,,, 
sdbehavioralhealth.gov,State or territory,Non-Federal Agency,State of South Dakota BIT,,, 
sdbmoe.gov,State or territory,Non-Federal Agency,Bureau of Information & Telecommuncation,,, 
sd.gov,State or territory,Non-Federal Agency,State of South Dakota,,, 
sdlegislature.gov,State or territory,Non-Federal Agency,State South Dakota Legislative Research Council,,, 
sdresponse.gov,State or territory,Non-Federal Agency,South Dakota Bureau of Information & Telecommunications,,, 
sdsos.gov,State or territory,Non-Federal Agency,State of South Dakota,,, 
sdtreasurer.gov,State or territory,Non-Federal Agency,State of South Dakota - BIT,,, 
servealabama.gov,State or territory,Non-Federal Agency,Governor's Office of Volunteer Services,,, 
serveidaho.gov,State or territory,Non-Federal Agency,"State of Idaho, Office of Information Technology Services",,, 
serveindiana.gov,State or territory,Non-Federal Agency,Serve Indiana,,, 
servend.gov,State or territory,Non-Federal Agency,"State of ND, ITD",,, 
serveohio.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
servga.gov,State or territory,Non-Federal Agency,Department of Public Health,,, 
servicearizona.gov,State or territory,Non-Federal Agency,Arizona Department of Transportation,,, 
sflhidta.gov,State or territory,Non-Federal Agency,South Florida HIDTA,,, 
sfwmd.gov,State or territory,Non-Federal Agency,South Florida Water Management District,,, 
shapesouthcarolina.gov,State or territory,Non-Federal Agency,SC DHEC,,, 
siliconheartlandohio.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
skillsenhancementtexas.gov,State or territory,Non-Federal Agency,Texas Workforce Commission,,, 
skillsenhancementtx.gov,State or territory,Non-Federal Agency,Texas Workforce Commission,,, 
sorwi.gov,State or territory,Non-Federal Agency,Wisconsin Department of corrections,,, 
